id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
15423,914,9/9/2013 11:16,Powell at Post (Union Square),71,9/9/2013 11:31,Steuart at Market,74,580,Customer,12345
15424,329,9/9/2013 11:17,SJSU - San Salvador at 9th,16,9/9/2013 11:22,Paseo de San Antonio,7,77,Subscriber,95126
15425,664,9/9/2013 11:17,Embarcadero at Sansome,60,9/9/2013 11:28,Clay at Battery,41,442,Customer,1576245
15426,636,9/9/2013 11:18,Embarcadero at Sansome,60,9/9/2013 11:28,Clay at Battery,41,612,Customer,1576245
15427,746,9/9/2013 11:18,Powell at Post (Union Square),71,9/9/2013 11:31,Steuart at Market,74,268,Customer,12345
15428,687,9/9/2013 11:21,Grant Avenue at Columbus Avenue,73,9/9/2013 11:32,Civic Center BART (7th at Market),72,500,Subscriber,94133
15429,554,9/9/2013 11:22,Spear at Folsom,49,9/9/2013 11:31,San Francisco Caltrain 2 (330 Townsend),69,425,Subscriber,94611
15430,223,9/9/2013 11:23,Mechanics Plaza (Market at Battery),75,9/9/2013 11:27,Davis at Jackson,42,387,Subscriber,94602
15431,712,9/9/2013 11:26,Post at Kearney,47,9/9/2013 11:38,Market at 10th,67,443,Subscriber,94108
15432,425,9/9/2013 11:29,San Pedro Square,6,9/9/2013 11:36,San Salvador at 1st,8,70,Subscriber,95112
15433,932,9/9/2013 11:29,Harry Bridges Plaza (Ferry Building),50,9/9/2013 11:45,Embarcadero at Sansome,60,607,Customer,14226
15434,910,9/9/2013 11:29,Harry Bridges Plaza (Ferry Building),50,9/9/2013 11:44,Embarcadero at Sansome,60,625,Customer,14226
15435,116,9/9/2013 11:29,South Van Ness at Market,66,9/9/2013 11:31,Market at 10th,67,368,Subscriber,94103
15436,467,9/9/2013 11:30,Commercial at Montgomery,45,9/9/2013 11:37,Davis at Jackson,42,472,Subscriber,94111
15437,223,9/9/2013 11:31,Howard at 2nd,63,9/9/2013 11:34,2nd at Townsend,61,552,Subscriber,94107
15438,6545,9/9/2013 11:31,San Francisco Caltrain 2 (330 Townsend),69,9/9/2013 13:20,Spear at Folsom,49,398,Subscriber,94611
15439,296,9/9/2013 11:31,Beale at Market,56,9/9/2013 11:36,Clay at Battery,41,458,Customer,94945
15440,725,9/9/2013 11:33,Townsend at 7th,65,9/9/2013 11:45,Market at 10th,67,271,Subscriber,94133
15441,1274,9/9/2013 11:34,Steuart at Market,74,9/9/2013 11:55,Embarcadero at Sansome,60,268,Customer,12345
15442,1267,9/9/2013 11:34,Steuart at Market,74,9/9/2013 11:55,Embarcadero at Sansome,60,580,Customer,12345
15443,202,9/9/2013 11:39,Market at 4th,76,9/9/2013 11:42,Mechanics Plaza (Market at Battery),75,486,Subscriber,94122
15444,887,9/9/2013 11:39,Spear at Folsom,49,9/9/2013 11:54,Civic Center BART (7th at Market),72,259,Subscriber,94105
15445,6163,9/9/2013 11:41,Embarcadero at Sansome,60,9/9/2013 13:24,Powell Street BART,39,311,Customer,75244
15446,6137,9/9/2013 11:42,Embarcadero at Sansome,60,9/9/2013 13:24,Powell Street BART,39,402,Customer,75244
15447,6148,9/9/2013 11:42,Embarcadero at Sansome,60,9/9/2013 13:24,Powell Street BART,39,544,Customer,87111
15448,700,9/9/2013 11:47,Powell Street BART,39,9/9/2013 11:59,Townsend at 7th,65,330,Customer,94123
15450,345,9/9/2013 11:50,San Jose City Hall,10,9/9/2013 11:55,San Salvador at 1st,8,116,Subscriber,95113
15451,1569,9/9/2013 11:50,Beale at Market,56,9/9/2013 12:16,Embarcadero at Bryant,54,589,Customer,94611
15452,1440,9/9/2013 11:50,Beale at Market,56,9/9/2013 12:14,Embarcadero at Bryant,54,338,Subscriber,94611
15453,280,9/9/2013 11:50,San Francisco Caltrain (Townsend at 4th),70,9/9/2013 11:55,Townsend at 7th,65,599,Customer,94404
15454,24928,9/9/2013 11:51,San Francisco Caltrain 2 (330 Townsend),69,9/9/2013 18:46,San Francisco Caltrain (Townsend at 4th),70,586,Customer,1576245
15455,1464,9/9/2013 11:52,Post at Kearney,47,9/9/2013 12:16,Embarcadero at Sansome,60,498,Customer,83340
15456,1999,9/9/2013 11:52,South Van Ness at Market,66,9/9/2013 12:25,Embarcadero at Bryant,54,366,Customer,1576245
15457,1415,9/9/2013 11:52,Post at Kearney,47,9/9/2013 12:16,Embarcadero at Sansome,60,421,Customer,83340
15458,85824,9/9/2013 11:53,Temporary Transbay Terminal (Howard at Beale),55,9/10/2013 11:43,Temporary Transbay Terminal (Howard at Beale),55,292,Customer,94105
15460,237,9/9/2013 11:55,Commercial at Montgomery,45,9/9/2013 11:59,Market at Sansome,77,361,Subscriber,94111
15461,710,9/9/2013 11:56,2nd at Townsend,61,9/9/2013 12:08,Powell at Post (Union Square),71,374,Customer,94606
15462,1078,9/9/2013 11:57,2nd at Folsom,62,9/9/2013 12:15,Beale at Market,56,405,Subscriber,94112
15463,10513,9/9/2013 11:57,2nd at Townsend,61,9/9/2013 14:52,2nd at Townsend,61,356,Customer,90028
15464,10502,9/9/2013 11:57,2nd at Townsend,61,9/9/2013 14:52,2nd at Townsend,61,504,Customer,90028
15465,704,9/9/2013 11:58,South Van Ness at Market,66,9/9/2013 12:10,Market at Sansome,77,470,Subscriber,94618
15466,969,9/9/2013 12:00,Temporary Transbay Terminal (Howard at Beale),55,9/9/2013 12:16,Market at 4th,76,628,Customer,1576245
15467,962,9/9/2013 12:00,Temporary Transbay Terminal (Howard at Beale),55,9/9/2013 12:16,Market at 4th,76,371,Customer,1576245
15470,764,9/9/2013 12:02,Market at 10th,67,9/9/2013 12:15,Post at Kearney,47,443,Subscriber,94556
15472,1469,9/9/2013 12:03,Powell Street BART,39,9/9/2013 12:27,Market at Sansome,77,359,Customer,1576245
15473,567,9/9/2013 12:05,5th at Howard,57,9/9/2013 12:15,Townsend at 7th,65,348,Subscriber,94710
15474,2192,9/9/2013 12:06,Cowper at University,37,9/9/2013 12:43,Palo Alto Caltrain Station,34,13,Customer,95129
15476,876,9/9/2013 12:08,Washington at Kearney,46,9/9/2013 12:22,Embarcadero at Vallejo,48,519,Customer,6012
15477,858,9/9/2013 12:08,Washington at Kearney,46,9/9/2013 12:22,Embarcadero at Vallejo,48,285,Customer,6012
15478,344,9/9/2013 12:09,Davis at Jackson,42,9/9/2013 12:15,Commercial at Montgomery,45,472,Subscriber,94111
15479,681,9/9/2013 12:09,Embarcadero at Vallejo,48,9/9/2013 12:21,Embarcadero at Vallejo,48,367,Customer,2283
15480,718,9/9/2013 12:10,Clay at Battery,41,9/9/2013 12:22,5th at Howard,57,632,Subscriber,94112
15481,658,9/9/2013 12:10,Clay at Battery,41,9/9/2013 12:21,Yerba Buena Center of the Arts (3rd @ Howard),68,384,Customer,94945
15482,8137,9/9/2013 12:10,Market at 10th,67,9/9/2013 14:26,San Francisco City Hall,58,522,Customer,80210
15483,805,9/9/2013 12:16,Post at Kearney,47,9/9/2013 12:30,Townsend at 7th,65,443,Subscriber,94118
15484,65,9/9/2013 12:17,Harry Bridges Plaza (Ferry Building),50,9/9/2013 12:18,Harry Bridges Plaza (Ferry Building),50,555,Subscriber,94601
15485,989,9/9/2013 12:17,Embarcadero at Bryant,54,9/9/2013 12:33,Market at Sansome,77,482,Subscriber,94611
15486,690,9/9/2013 12:17,Market at Sansome,77,9/9/2013 12:28,Embarcadero at Sansome,60,470,Subscriber,94582
15487,83,9/9/2013 12:16,St James Park,13,9/9/2013 12:18,St James Park,13,52,Subscriber,95116
15488,996,9/9/2013 12:17,Embarcadero at Bryant,54,9/9/2013 12:34,Market at Sansome,77,589,Customer,94611
15489,579,9/9/2013 12:18,Harry Bridges Plaza (Ferry Building),50,9/9/2013 12:28,Powell Street BART,39,523,Subscriber,94601
15490,310,9/9/2013 12:18,Mechanics Plaza (Market at Battery),75,9/9/2013 12:24,Market at 4th,76,486,Subscriber,94704
15492,1158,9/9/2013 12:20,Park at Olive,38,9/9/2013 12:40,San Antonio Caltrain Station,29,217,Customer,94025
15493,1950,9/9/2013 12:21,Embarcadero at Sansome,60,9/9/2013 12:53,Embarcadero at Sansome,60,268,Customer,12345
15494,1973,9/9/2013 12:21,Embarcadero at Sansome,60,9/9/2013 12:54,Embarcadero at Sansome,60,580,Customer,12345
15497,813,9/9/2013 12:25,Steuart at Market,74,9/9/2013 12:38,San Francisco Caltrain (Townsend at 4th),70,364,Customer,94112
15500,1168,9/9/2013 12:26,Temporary Transbay Terminal (Howard at Beale),55,9/9/2013 12:45,Embarcadero at Vallejo,48,547,Subscriber,94123
15501,827,9/9/2013 12:27,University and Emerson,35,9/9/2013 12:40,Park at Olive,38,100,Customer,94131
15504,616,9/9/2013 12:27,Temporary Transbay Terminal (Howard at Beale),55,9/9/2013 12:37,Embarcadero at Vallejo,48,536,Subscriber,94123
15505,1386,9/9/2013 12:27,San Francisco City Hall,58,9/9/2013 12:50,Post at Kearney,47,543,Subscriber,94121
15506,738,9/9/2013 12:29,Post at Kearney,47,9/9/2013 12:42,Market at 10th,67,557,Subscriber,94556
15507,586,9/9/2013 12:30,Embarcadero at Sansome,60,9/9/2013 12:40,Mechanics Plaza (Market at Battery),75,428,Subscriber,94122
15514,707,9/9/2013 12:38,Powell at Post (Union Square),71,9/9/2013 12:50,2nd at Townsend,61,538,Customer,94606
15515,320,9/9/2013 12:40,San Francisco City Hall,58,9/9/2013 12:45,South Van Ness at Market,66,564,Subscriber,94103
15516,6971,9/9/2013 12:41,Rengstorff Avenue / California Street,33,9/9/2013 14:37,Rengstorff Avenue / California Street,33,119,Customer,55330
15517,6920,9/9/2013 12:41,Rengstorff Avenue / California Street,33,9/9/2013 14:37,Rengstorff Avenue / California Street,33,241,Customer,55330
15521,278,9/9/2013 12:43,San Salvador at 1st,8,9/9/2013 12:48,MLK Library,11,116,Subscriber,95113
15522,433,9/9/2013 12:44,Market at 4th,76,9/9/2013 12:51,Golden Gate at Polk,59,325,Subscriber,94103
15523,6718,9/9/2013 12:44,Rengstorff Avenue / California Street,33,9/9/2013 14:36,Rengstorff Avenue / California Street,33,105,Customer,55330
15524,706,9/9/2013 12:44,Embarcadero at Folsom,51,9/9/2013 12:56,Embarcadero at Sansome,60,326,Customer,94518
15525,708,9/9/2013 12:45,Embarcadero at Folsom,51,9/9/2013 12:56,Embarcadero at Sansome,60,637,Customer,94518
15526,564,9/9/2013 12:44,Yerba Buena Center of the Arts (3rd @ Howard),68,9/9/2013 12:54,Beale at Market,56,384,Customer,94945
15527,6714,9/9/2013 12:45,Rengstorff Avenue / California Street,33,9/9/2013 14:37,Rengstorff Avenue / California Street,33,154,Customer,55330
15528,1319,9/9/2013 12:45,Market at 4th,76,9/9/2013 13:07,San Francisco City Hall,58,628,Customer,1576245
15529,1312,9/9/2013 12:45,Market at 4th,76,9/9/2013 13:07,San Francisco City Hall,58,371,Customer,1576245
15531,760,9/9/2013 12:45,Grant Avenue at Columbus Avenue,73,9/9/2013 12:58,Temporary Transbay Terminal (Howard at Beale),55,487,Subscriber,94612
15537,1024,9/9/2013 12:48,Embarcadero at Sansome,60,9/9/2013 13:05,Yerba Buena Center of the Arts (3rd @ Howard),68,470,Customer,10014
15538,980,9/9/2013 12:49,Mechanics Plaza (Market at Battery),75,9/9/2013 13:05,Harry Bridges Plaza (Ferry Building),50,284,Subscriber,94105
15545,732,9/9/2013 12:52,Market at 10th,67,9/9/2013 13:04,Harry Bridges Plaza (Ferry Building),50,557,Subscriber,94117
15550,114,9/9/2013 12:53,South Van Ness at Market,66,9/9/2013 12:55,Market at 10th,67,564,Subscriber,94122
15551,247,9/9/2013 12:53,2nd at Townsend,61,9/9/2013 12:57,Howard at 2nd,63,388,Subscriber,94107
15552,796,9/9/2013 12:55,Powell Street BART,39,9/9/2013 13:08,Harry Bridges Plaza (Ferry Building),50,590,Subscriber,94102
15553,1191,9/9/2013 12:55,Embarcadero at Vallejo,48,9/9/2013 13:15,Powell at Post (Union Square),71,314,Customer,1022
15554,1195,9/9/2013 12:55,Embarcadero at Vallejo,48,9/9/2013 13:15,Powell at Post (Union Square),71,285,Customer,1022
15555,1156,9/9/2013 12:56,San Francisco Caltrain (Townsend at 4th),70,9/9/2013 13:15,Temporary Transbay Terminal (Howard at Beale),55,621,Customer,94002
15556,1125,9/9/2013 12:59,Harry Bridges Plaza (Ferry Building),50,9/9/2013 13:18,San Francisco Caltrain 2 (330 Townsend),69,497,Customer,5401
15557,342,9/9/2013 13:00,Market at Sansome,77,9/9/2013 13:06,Howard at 2nd,63,361,Subscriber,94609
15558,358,9/9/2013 13:00,Market at Sansome,77,9/9/2013 13:06,Howard at 2nd,63,617,Subscriber,94104
15559,1081,9/9/2013 13:01,Harry Bridges Plaza (Ferry Building),50,9/9/2013 13:19,San Francisco Caltrain 2 (330 Townsend),69,618,Customer,5401
15560,907,9/9/2013 13:02,Davis at Jackson,42,9/9/2013 13:17,2nd at Townsend,61,260,Customer,94111
15561,804,9/9/2013 13:02,Golden Gate at Polk,59,9/9/2013 13:16,Beale at Market,56,325,Subscriber,94103
15563,807,9/9/2013 13:04,Davis at Jackson,42,9/9/2013 13:17,2nd at Townsend,61,633,Customer,94111
15564,8435,9/9/2013 13:04,Embarcadero at Sansome,60,9/9/2013 15:25,Embarcadero at Sansome,60,580,Customer,12345
15565,424,9/9/2013 13:04,San Francisco Caltrain 2 (330 Townsend),69,9/9/2013 13:11,Townsend at 7th,65,425,Subscriber,94158
15566,8389,9/9/2013 13:04,Embarcadero at Sansome,60,9/9/2013 15:24,Embarcadero at Sansome,60,268,Customer,12345
15567,326,9/9/2013 13:05,Market at 4th,76,9/9/2013 13:11,Beale at Market,56,486,Subscriber,94704
15568,870,9/9/2013 13:07,San Francisco City Hall,58,9/9/2013 13:22,South Van Ness at Market,66,628,Customer,1576245
15569,854,9/9/2013 13:07,San Francisco City Hall,58,9/9/2013 13:22,South Van Ness at Market,66,371,Customer,1576245
15570,493,9/9/2013 13:08,Harry Bridges Plaza (Ferry Building),50,9/9/2013 13:17,Embarcadero at Sansome,60,284,Subscriber,94102
15571,368,9/9/2013 13:10,Spear at Folsom,49,9/9/2013 13:16,Beale at Market,56,433,Subscriber,94105
15572,593,9/9/2013 13:16,Harry Bridges Plaza (Ferry Building),50,9/9/2013 13:26,2nd at Folsom,62,590,Subscriber,94112
15573,343,9/9/2013 13:16,Townsend at 7th,65,9/9/2013 13:22,San Francisco Caltrain (Townsend at 4th),70,425,Subscriber,94158
15574,324,9/9/2013 13:16,Townsend at 7th,65,9/9/2013 13:22,San Francisco Caltrain (Townsend at 4th),70,382,Subscriber,94158
15575,804,9/9/2013 13:17,Embarcadero at Sansome,60,9/9/2013 13:31,Market at Sansome,77,344,Subscriber,94105
15576,950,9/9/2013 13:18,Embarcadero at Folsom,51,9/9/2013 13:34,Washington at Kearney,46,611,Subscriber,94105
15577,979,9/9/2013 13:18,Embarcadero at Folsom,51,9/9/2013 13:35,Washington at Kearney,46,435,Subscriber,94105
15578,358,9/9/2013 13:19,Beale at Market,56,9/9/2013 13:24,Market at 4th,76,325,Subscriber,94103
15579,282,9/9/2013 13:19,Market at Sansome,77,9/9/2013 13:24,Commercial at Montgomery,45,391,Subscriber,94111
15580,581,9/9/2013 13:21,Davis at Jackson,42,9/9/2013 13:31,Embarcadero at Sansome,60,431,Subscriber,94111
15581,1172,9/9/2013 13:22,2nd at Townsend,61,9/9/2013 13:41,Davis at Jackson,42,410,Customer,94111
15582,1157,9/9/2013 13:22,2nd at Townsend,61,9/9/2013 13:41,Davis at Jackson,42,260,Customer,94111
15583,824,9/9/2013 13:23,California Ave Caltrain Station,36,9/9/2013 13:37,University and Emerson,35,59,Customer,94131
15585,214,9/9/2013 13:25,Market at Sansome,77,9/9/2013 13:28,2nd at Folsom,62,430,Subscriber,94114
15586,541,9/9/2013 13:25,Embarcadero at Folsom,51,9/9/2013 13:34,Yerba Buena Center of the Arts (3rd @ Howard),68,503,Subscriber,94107
15588,351,9/9/2013 13:26,Spear at Folsom,49,9/9/2013 13:31,Mechanics Plaza (Market at Battery),75,269,Customer,94115
15589,204,9/9/2013 13:28,Market at 4th,76,9/9/2013 13:31,Mechanics Plaza (Market at Battery),75,325,Subscriber,94103
15591,1080,9/9/2013 13:31,Harry Bridges Plaza (Ferry Building),50,9/9/2013 13:49,Market at 10th,67,557,Subscriber,94117
15593,6429,9/9/2013 13:31,Harry Bridges Plaza (Ferry Building),50,9/9/2013 15:18,Embarcadero at Sansome,60,401,Customer,19047
15594,1105,9/9/2013 13:32,Embarcadero at Vallejo,48,9/9/2013 13:51,Townsend at 7th,65,367,Subscriber,94117
15596,994,9/9/2013 13:34,5th at Howard,57,9/9/2013 13:50,Harry Bridges Plaza (Ferry Building),50,406,Customer,1576245
15597,7160,9/9/2013 13:35,Grant Avenue at Columbus Avenue,73,9/9/2013 15:34,Embarcadero at Sansome,60,549,Customer,77018
15598,919,9/9/2013 13:35,5th at Howard,57,9/9/2013 13:50,Harry Bridges Plaza (Ferry Building),50,516,Customer,1576245
15599,7129,9/9/2013 13:35,Grant Avenue at Columbus Avenue,73,9/9/2013 15:34,Embarcadero at Sansome,60,597,Customer,77018
15600,327,9/9/2013 13:36,Post at Kearney,47,9/9/2013 13:41,Clay at Battery,41,508,Subscriber,94110
15601,379,9/9/2013 13:36,Embarcadero at Folsom,51,9/9/2013 13:42,Mechanics Plaza (Market at Battery),75,572,Subscriber,94105
15602,6121,9/9/2013 13:36,Harry Bridges Plaza (Ferry Building),50,9/9/2013 15:18,Embarcadero at Sansome,60,555,Customer,19444
15603,829,9/9/2013 13:37,Embarcadero at Sansome,60,9/9/2013 13:51,Post at Kearney,47,327,Subscriber,94582
15604,499,9/9/2013 13:39,Market at 10th,67,9/9/2013 13:48,Townsend at 7th,65,540,Customer,94129
15605,207,9/9/2013 13:44,Clay at Battery,41,9/9/2013 13:48,Harry Bridges Plaza (Ferry Building),50,535,Subscriber,94105
15606,656,9/9/2013 13:44,San Pedro Square,6,9/9/2013 13:55,San Pedro Square,6,676,Subscriber,95113
15607,844,9/9/2013 13:47,Clay at Battery,41,9/9/2013 14:01,Embarcadero at Sansome,60,612,Customer,11211
15609,693,9/9/2013 13:48,Commercial at Montgomery,45,9/9/2013 13:59,Temporary Transbay Terminal (Howard at Beale),55,427,Subscriber,94115
15610,433,9/9/2013 13:48,5th at Howard,57,9/9/2013 13:56,Market at 10th,67,526,Subscriber,94123
15611,231,9/9/2013 13:52,Harry Bridges Plaza (Ferry Building),50,9/9/2013 13:56,Clay at Battery,41,535,Subscriber,94105
15612,622,9/9/2013 13:53,South Van Ness at Market,66,9/9/2013 14:03,Market at 4th,76,371,Subscriber,94611
15613,246,9/9/2013 13:56,2nd at Folsom,62,9/9/2013 14:00,Market at Sansome,77,407,Subscriber,94114
15617,631,9/9/2013 14:01,South Van Ness at Market,66,9/9/2013 14:11,Market at 4th,76,446,Customer,1576245
15618,1489,9/9/2013 14:01,Embarcadero at Sansome,60,9/9/2013 14:26,Harry Bridges Plaza (Ferry Building),50,637,Customer,94101
15619,1049,9/9/2013 14:02,Embarcadero at Vallejo,48,9/9/2013 14:19,Civic Center BART (7th at Market),72,519,Customer,94618
15620,1337,9/9/2013 14:03,Embarcadero at Sansome,60,9/9/2013 14:26,Harry Bridges Plaza (Ferry Building),50,326,Customer,94101
15621,2576,9/9/2013 14:04,Harry Bridges Plaza (Ferry Building),50,9/9/2013 14:47,2nd at Townsend,61,406,Customer,94111
15622,2346,9/9/2013 14:08,Harry Bridges Plaza (Ferry Building),50,9/9/2013 14:48,2nd at Townsend,61,318,Customer,94130
15623,1436,9/9/2013 14:09,Embarcadero at Sansome,60,9/9/2013 14:33,San Francisco Caltrain (Townsend at 4th),70,634,Subscriber,94070
15624,231,9/9/2013 14:12,South Van Ness at Market,66,9/9/2013 14:16,Civic Center BART (7th at Market),72,628,Subscriber,94702
15625,2100,9/9/2013 14:12,Harry Bridges Plaza (Ferry Building),50,9/9/2013 14:47,2nd at Townsend,61,505,Customer,94109
15626,881,9/9/2013 14:13,Yerba Buena Center of the Arts (3rd @ Howard),68,9/9/2013 14:28,Embarcadero at Sansome,60,470,Customer,10014
15627,5785,9/9/2013 14:13,Market at Sansome,77,9/9/2013 15:49,Howard at 2nd,63,482,Customer,48167
15628,504,9/9/2013 14:14,Embarcadero at Sansome,60,9/9/2013 14:22,Davis at Jackson,42,421,Subscriber,94102
15629,5704,9/9/2013 14:15,Market at Sansome,77,9/9/2013 15:50,Howard at 2nd,63,407,Customer,4118
15631,1957,9/9/2013 14:16,Harry Bridges Plaza (Ferry Building),50,9/9/2013 14:49,2nd at Townsend,61,485,Customer,94133
15632,1166,9/9/2013 14:17,Market at 10th,67,9/9/2013 14:36,Market at 10th,67,526,Subscriber,94703
15633,1728,9/9/2013 14:19,Harry Bridges Plaza (Ferry Building),50,9/9/2013 14:47,2nd at Townsend,61,342,Customer,1576245
15634,1753,9/9/2013 14:20,Harry Bridges Plaza (Ferry Building),50,9/9/2013 14:49,2nd at Townsend,61,530,Customer,1576245
15635,2316,9/9/2013 14:22,Embarcadero at Vallejo,48,9/9/2013 15:00,Yerba Buena Center of the Arts (3rd @ Howard),68,370,Customer,1576245
15636,2285,9/9/2013 14:22,Embarcadero at Vallejo,48,9/9/2013 15:00,Yerba Buena Center of the Arts (3rd @ Howard),68,373,Customer,1576245
15637,231,9/9/2013 14:27,2nd at Folsom,62,9/9/2013 14:31,Market at Sansome,77,430,Subscriber,94596
15638,827,9/9/2013 14:28,Market at 4th,76,9/9/2013 14:42,Embarcadero at Sansome,60,446,Customer,1576245
15639,1162,9/9/2013 14:28,San Francisco City Hall,58,9/9/2013 14:47,Market at 10th,67,273,Customer,80210
15640,6638,9/9/2013 14:30,Embarcadero at Vallejo,48,9/9/2013 16:21,Embarcadero at Vallejo,48,631,Customer,2478
15641,367,9/9/2013 14:33,Davis at Jackson,42,9/9/2013 14:39,Temporary Transbay Terminal (Howard at Beale),55,592,Customer,94518
15642,362,9/9/2013 14:33,Davis at Jackson,42,9/9/2013 14:39,Temporary Transbay Terminal (Howard at Beale),55,421,Customer,94518
15645,793,9/9/2013 14:39,Davis at Jackson,42,9/9/2013 14:52,Powell Street BART,39,408,Subscriber,94102
15646,1546,9/9/2013 14:39,Market at 10th,67,9/9/2013 15:05,Civic Center BART (7th at Market),72,563,Customer,10567
15647,315,9/9/2013 14:42,San Francisco Caltrain 2 (330 Townsend),69,9/9/2013 14:47,5th at Howard,57,614,Subscriber,94117
15648,681,9/9/2013 14:43,San Francisco City Hall,58,9/9/2013 14:54,Beale at Market,56,541,Subscriber,94102
15649,624,9/9/2013 14:45,San Francisco Caltrain 2 (330 Townsend),69,9/9/2013 14:55,Post at Kearney,47,497,Subscriber,94115
15650,200,9/9/2013 14:45,University and Emerson,35,9/9/2013 14:49,Cowper at University,37,59,Subscriber,94301
15651,556,9/9/2013 14:46,Spear at Folsom,49,9/9/2013 14:55,Post at Kearney,47,398,Subscriber,94611
15652,185,9/9/2013 14:46,Clay at Battery,41,9/9/2013 14:49,Commercial at Montgomery,45,508,Subscriber,94118
15653,1275,9/9/2013 14:46,San Francisco Caltrain (Townsend at 4th),70,9/9/2013 15:07,Commercial at Montgomery,45,425,Customer,75219
15654,235,9/9/2013 14:48,Harry Bridges Plaza (Ferry Building),50,9/9/2013 14:51,Clay at Battery,41,637,Subscriber,94105
15655,1365,9/9/2013 14:48,2nd at South Park,64,9/9/2013 15:10,Powell at Post (Union Square),71,603,Customer,94103
15656,228,9/9/2013 14:48,2nd at Folsom,62,9/9/2013 14:52,Spear at Folsom,49,590,Subscriber,94105
15657,999,9/9/2013 14:50,San Francisco Caltrain (Townsend at 4th),70,9/9/2013 15:07,South Van Ness at Market,66,634,Subscriber,94102
15658,1689,9/9/2013 14:52,Washington at Kearney,46,9/9/2013 15:20,Embarcadero at Folsom,51,435,Subscriber,94105
15659,1672,9/9/2013 14:52,Washington at Kearney,46,9/9/2013 15:20,Embarcadero at Folsom,51,607,Subscriber,94105
15660,178,9/9/2013 14:53,Commercial at Montgomery,45,9/9/2013 14:56,Clay at Battery,41,508,Subscriber,94118
15661,629,9/9/2013 14:54,Post at Kearney,47,9/9/2013 15:04,2nd at Townsend,61,543,Subscriber,94107
15663,313,9/9/2013 15:00,5th at Howard,57,9/9/2013 15:05,San Francisco Caltrain (Townsend at 4th),70,539,Subscriber,94117
15664,1346,9/9/2013 15:00,Civic Center BART (7th at Market),72,9/9/2013 15:23,Embarcadero at Sansome,60,570,Customer,97006
15665,511,9/9/2013 15:02,2nd at Townsend,61,9/9/2013 15:11,Temporary Transbay Terminal (Howard at Beale),55,530,Subscriber,94610
15666,420,9/9/2013 15:05,Townsend at 7th,65,9/9/2013 15:12,Civic Center BART (7th at Market),72,367,Subscriber,94541
15667,1734,9/9/2013 15:07,Market at 4th,76,9/9/2013 15:36,Embarcadero at Vallejo,48,371,Customer,94114
15668,468,9/9/2013 15:07,Spear at Folsom,49,9/9/2013 15:15,Embarcadero at Vallejo,48,590,Subscriber,94105
15670,1111,9/9/2013 15:12,Washington at Kearney,46,9/9/2013 15:30,San Francisco Caltrain 2 (330 Townsend),69,498,Subscriber,94127
15671,2697,9/9/2013 15:12,Commercial at Montgomery,45,9/9/2013 15:57,Embarcadero at Vallejo,48,425,Customer,75219
15672,1611,9/9/2013 15:12,Commercial at Montgomery,45,9/9/2013 15:39,Embarcadero at Sansome,60,462,Customer,6489
15673,718,9/9/2013 15:13,San Francisco Caltrain 2 (330 Townsend),69,9/9/2013 15:25,Harry Bridges Plaza (Ferry Building),50,618,Customer,94939
15674,761,9/9/2013 15:15,Townsend at 7th,65,9/9/2013 15:28,Market at 10th,67,540,Customer,94129
15675,1518,9/9/2013 15:16,Yerba Buena Center of the Arts (3rd @ Howard),68,9/9/2013 15:41,Market at 4th,76,370,Customer,60613
15676,238,9/9/2013 15:16,Market at Sansome,77,9/9/2013 15:20,Harry Bridges Plaza (Ferry Building),50,340,Subscriber,94930
15677,682,9/9/2013 15:18,Commercial at Montgomery,45,9/9/2013 15:30,2nd at Folsom,62,391,Customer,94118
15678,439,9/9/2013 15:21,Post at Kearney,47,9/9/2013 15:28,Spear at Folsom,49,398,Subscriber,94611
15683,397,9/9/2013 15:29,Davis at Jackson,42,9/9/2013 15:35,Davis at Jackson,42,410,Subscriber,94111
15684,454,9/9/2013 15:29,Mechanics Plaza (Market at Battery),75,9/9/2013 15:37,Harry Bridges Plaza (Ferry Building),50,572,Customer,98115
15687,588,9/9/2013 15:32,Civic Center BART (7th at Market),72,9/9/2013 15:42,Townsend at 7th,65,563,Subscriber,94110
15688,937,9/9/2013 15:34,Townsend at 7th,65,9/9/2013 15:49,Townsend at 7th,65,443,Subscriber,94707
15689,519,9/9/2013 15:36,Powell at Post (Union Square),71,9/9/2013 15:45,2nd at Folsom,62,282,Subscriber,94105
15690,630,9/9/2013 15:38,2nd at Folsom,62,9/9/2013 15:48,Harry Bridges Plaza (Ferry Building),50,495,Subscriber,94112
15691,640,9/9/2013 15:38,Post at Kearney,47,9/9/2013 15:48,San Francisco Caltrain 2 (330 Townsend),69,536,Subscriber,94115
15692,538,9/9/2013 15:39,Commercial at Montgomery,45,9/9/2013 15:48,Embarcadero at Bryant,54,411,Subscriber,94107
15693,4756,9/9/2013 15:39,University and Emerson,35,9/9/2013 16:58,University and Emerson,35,159,Customer,94403
15694,4810,9/9/2013 15:39,University and Emerson,35,9/9/2013 16:59,University and Emerson,35,118,Customer,94403
15695,1315,9/9/2013 15:42,Townsend at 7th,65,9/9/2013 16:04,2nd at Townsend,61,606,Subscriber,94597
